model_alias,length_label,workload,config,table_label,l1_hit_pct,hier_miss_pct,latency_cycles,wall_cycles,hbm_reads,hit_miss_csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_head_budget_rule,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,24.967,32.943,4.040106,70194.0,1012,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_early_name_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,32.454,31.152,4.015813,69919.0,957,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_policy_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,29.72,30.632,4.008633,70046.0,941,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_anchor_reasoning,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,34.928,29.622,3.995148,69789.0,910,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_backend_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,36.458,27.897,3.971615,69574.0,857,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_field_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,36.035,28.385,3.978342,69443.0,872,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_epoch_memory,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,36.751,25.749,3.942653,69297.0,791,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_budget_memory,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,40.625,22.103,3.893411,68738.0,679,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_cross_doc_role,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.743,42.253,4.17345,71917.0,1307,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_component_match,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,22.493,47.168,4.234276,72392.0,1451,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_two_hop_summary,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,23.861,49.316,4.264183,72947.0,1520,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_cross_doc_priority,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,25.0,48.34,4.250707,72524.0,1487,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_chain_descriptor_fields,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.102,44.368,4.196089,72174.0,1364,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_three_stage_lookup,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,27.116,48.828,4.256709,72700.0,1501,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_compression_guard,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,22.884,51.172,4.289576,73018.0,1575,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_query_cost_chain,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,38.346,36.621,4.090997,70981.0,1127,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_head_budget_allocation,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,25.716,47.168,4.238179,72544.0,1458,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_backend_admission_reason,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,30.404,42.188,4.168816,71651.0,1301,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_anchor_timeline,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,39.714,39.421,4.130289,71374.0,1212,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_revision_policy,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.158,46.452,4.225353,72291.0,1430,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_sparse_fact,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,21.322,52.799,4.312014,73272.0,1624,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_dual_anchor_incident,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.655,42.741,4.175547,71834.0,1315,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_backend_priority_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,27.962,43.294,4.182475,71966.0,1331,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_epoch_window_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,32.064,45.345,4.213681,72320.0,1401,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_dual_budget_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,31.771,39.128,4.124471,71308.0,1202,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_query_relevance_note,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,21.387,47.103,4.233469,72329.0,1448,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_spill_cost_reason,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,33.561,41.211,4.15636,71723.0,1273,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_head_budget_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,25.163,50.391,4.282332,72936.0,1555,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_early_name_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,32.454,45.052,4.204947,72060.0,1384,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_policy_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.72,44.173,4.192565,72134.0,1357,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_anchor_reasoning,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,34.928,42.513,4.17043,71776.0,1306,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_backend_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,36.458,38.639,4.11786,71233.0,1187,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_field_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,36.165,39.681,4.134636,71211.0,1222,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_epoch_memory,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,36.751,40.82,4.147287,71620.0,1254,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_budget_memory,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,40.625,34.017,4.055761,70581.0,1045,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_cross_doc_role,baseline,Traditional cache,38.965,35.449,4.158433,71640.0,1126,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_component_match,baseline,Traditional cache,25.944,47.135,4.318335,73289.0,1488,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_two_hop_summary,baseline,Traditional cache,23.6,47.135,4.322615,73392.0,1498,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_cross_doc_priority,baseline,Traditional cache,32.812,41.471,4.244094,72665.0,1321,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_chain_descriptor_fields,baseline,Traditional cache,27.865,45.866,4.305399,73306.0,1460,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_three_stage_lookup,baseline,Traditional cache,27.311,45.247,4.296401,73204.0,1439,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_compression_guard,baseline,Traditional cache,35.775,37.826,4.190148,71946.0,1198,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_query_cost_chain,baseline,Traditional cache,28.255,45.54,4.296489,73205.0,1441,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_head_budget_allocation,baseline,Traditional cache,28.516,42.643,4.26138,72807.0,1360,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_backend_admission_reason,baseline,Traditional cache,30.111,41.797,4.247438,72541.0,1329,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_anchor_timeline,baseline,Traditional cache,29.004,40.267,4.216502,72352.0,1259,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_revision_policy,baseline,Traditional cache,33.301,41.602,4.239686,72615.0,1311,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_sparse_fact,baseline,Traditional cache,28.776,46.647,4.313779,73401.0,1480,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_dual_anchor_incident,baseline,Traditional cache,21.094,49.056,4.34834,73738.0,1557,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_backend_priority_rule,baseline,Traditional cache,38.086,37.37,4.186133,71954.0,1190,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_epoch_window_recall,baseline,Traditional cache,31.738,41.732,4.246466,72530.0,1327,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_dual_budget_rule,baseline,Traditional cache,26.335,48.958,4.349205,73693.0,1560,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_query_relevance_note,baseline,Traditional cache,30.013,46.029,4.310472,73418.0,1470,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_spill_cost_reason,baseline,Traditional cache,34.115,40.755,4.24048,72624.0,1312,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_head_budget_rule,baseline,Traditional cache,26.237,47.917,4.330597,73537.0,1517,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_early_name_recall,baseline,Traditional cache,31.771,38.216,4.18953,71939.0,1197,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_policy_recall,baseline,Traditional cache,31.934,35.156,4.154594,71490.0,1117,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_anchor_reasoning,baseline,Traditional cache,38.314,36.296,4.168578,71755.0,1150,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_backend_recall,baseline,Traditional cache,30.827,37.858,4.186795,72015.0,1191,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_field_recall,baseline,Traditional cache,33.171,39.258,4.203896,72209.0,1230,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_epoch_memory,baseline,Traditional cache,32.78,39.453,4.210039,72225.0,1243,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_cmqa_budget_memory,baseline,Traditional cache,36.068,37.012,4.175494,71780.0,1165,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_cross_doc_role,fpga_true_h2o_pure,Pure H2O,38.867,40.983,4.225212,72397.0,1279,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_component_match,fpga_true_h2o_pure,Pure H2O,25.684,51.693,4.370403,73878.0,1606,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_two_hop_summary,fpga_true_h2o_pure,Pure H2O,23.145,52.734,4.391873,74176.0,1656,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_cross_doc_priority,fpga_true_h2o_pure,Pure H2O,32.357,45.866,4.296104,73255.0,1440,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_chain_descriptor_fields,fpga_true_h2o_pure,Pure H2O,27.572,51.986,4.381616,74170.0,1634,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_three_stage_lookup,fpga_true_h2o_pure,Pure H2O,26.921,54.395,4.409227,74483.0,1696,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_compression_guard,fpga_true_h2o_pure,Pure H2O,35.547,47.201,4.309763,73301.0,1470,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_query_cost_chain,fpga_true_h2o_pure,Pure H2O,28.223,52.995,4.391055,74277.0,1655,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_head_budget_allocation,fpga_true_h2o_pure,Pure H2O,28.385,53.516,4.396701,74341.0,1668,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_mdqa_backend_admission_reason,fpga_true_h2o_pure,Pure H2O,30.143,44.694,4.280742,72918.0,1404,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,4k,4k_qwen2p5_14b_instruct_lcqa_anchor_timeline,fpga_true_h2o_pure,Pure H2O,28.906,41.178,4.225934,72459.0,1280,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_151952_qwen2p51_8fb25c_qwen2p51_0e3828/hit_miss_amat_summary.csv
